Фрейм,Амплитуда
694,1.4796466
695,1.3687181
696,1.5185263
697,1.6215066
698,1.6641871
699,1.8352237
700,1.7168652
701,1.5028435
702,1.4633304
703,1.4332026
704,1.4120615
705,1.2369447
706,1.2912015
707,1.4142655
708,1.2589734
709,1.1691015
710,1.105313
711,1.0786579
712,1.2319165
713,1.2412606
714,1.373595
715,1.5968629
716,1.5563953
717,1.4169136
718,1.2119262
719,1.356769
720,1.4109908
721,1.2820649
722,1.221223
723,1.4278921
724,1.8178701
725,1.6682131
726,1.5717694
727,1.4981427
728,1.3584338
729,1.3840413
730,1.3702253
731,1.3631927
732,1.2433524
733,1.2166768
734,1.2901342
735,1.1019571
736,0.7408462
737,0.577825
738,0.77178884
739,1.0174253
740,1.2748475
741,1.5268766
742,1.3710172
743,1.1707519
744,1.0813456
745,0.8787917
746,0.6549561
747,0.5453684
748,0.59610796
749,0.9174276
750,1.6041834
751,1.6756101
752,1.4331056
753,1.5286552
754,1.3769944
755,1.3147225
756,1.4013234
757,1.3448979
758,1.1782768
759,1.456043
760,1.4934828
761,1.3506105
762,1.3035073
763,1.2607954
764,1.2929265
765,1.2324655
766,1.1682749
767,1.1795628
768,1.2388185
769,1.1983422
770,1.1758531
771,1.2153693
772,1.1886966
773,1.0442232
774,1.1577951
775,1.3605536
776,1.4396225
777,1.4286284
778,1.3920866
779,1.3163748
780,1.3231047
781,1.1314926
782,0.8104647
783,1.0514591
784,2.5426347
785,3.2235389
786,2.9023924
787,2.7330515
788,2.6670513
789,2.6257887
790,2.1669457
791,1.2508467
792,0.8608662
793,0.7926013
794,1.2065816
795,1.4293774
796,1.2917497
797,1.2683727
798,1.3082156
799,1.3876379
800,1.3066553
801,1.7136769
802,1.5934663
803,0.9816631
804,0.81313
805,0.76329255
806,0.73872286
807,0.73546386
808,0.862719
809,1.7715425
810,2.253757
811,1.7122868
812,1.472573
813,1.3914708
814,1.3735638
815,1.3282506
816,1.3241627
817,1.2963933
818,1.5238128
819,1.614418
820,1.3237435
821,1.2857558
822,1.2879983
823,1.2942944
824,1.2933689
825,1.3507891
826,1.391795
827,1.6091156
828,1.5686021
829,1.3529625
830,1.3763613
831,1.3569192
832,1.3544137
833,1.3472959
834,1.4204984
835,1.4326055
836,1.6196203
837,1.7886504
838,1.4604776
839,1.2478775
840,1.3384091
841,1.3323387
842,1.2394398
843,1.1990775
844,1.3074913
845,1.2498372
846,1.1695558
847,1.0929914
848,1.1063409
849,1.071466
850,1.1230289
851,1.2546799
852,1.4462256
853,1.5597261
854,1.2383091
855,1.0752659
856,0.9343195
857,0.8176716
858,0.73398226
859,0.84372485
860,0.96441776
861,1.0410614
862,1.3687257
863,1.2466632
864,0.9849653
865,0.8452084
866,0.77090573
867,0.7051254
868,0.6214622
869,0.6266756
870,0.69863844
871,0.77657586
872,0.79428446
873,0.80734843
874,0.8273707
875,0.8076952
876,0.8014738
877,0.8245061
878,1.1451491
879,1.4992479
880,1.4916594
881,1.2260187
882,0.8461167
883,0.69595784
884,0.68616414
885,0.78458875
886,1.2448459
887,1.623197
888,2.080301
889,1.9075601
890,1.6780418
891,1.3593322
892,1.4236658
893,1.5183681
894,1.4367716
895,1.58904
896,1.8457032
897,1.7842592
898,1.5136123
899,1.2482246
900,1.0389432
901,0.9827597
902,1.0430771
903,1.0108337
904,1.2215999
905,1.5222068
906,1.4403033
907,1.4913517
908,1.2937742
909,1.2532598
910,1.363848
911,1.3508435
912,1.2728008
913,1.421985
914,1.959906
915,1.9787797
916,1.7540784
917,1.5040421
918,1.53262
919,1.4155967
920,1.3560346
921,1.3627254
922,1.611867
923,1.9282962
924,1.8507547
925,1.7376937
926,1.1776626
927,0.71452886
928,0.65499395
929,1.4085579
930,2.545269
931,2.2570841
932,1.777188
933,1.7807288
934,1.4557817
935,1.2324176
936,1.1723421
937,1.1229966
938,1.1677938
939,1.5742903
940,1.65328
941,1.3843784
942,1.2415582
943,1.0811504
944,0.96701074
945,0.8928319
946,0.76458067
947,0.7313458
948,1.3549923
949,2.028546
950,1.8803502
951,1.6045358
952,1.4814185
953,1.5410923
954,1.5314517
955,1.4935442
956,1.7686403
957,1.7805626
958,1.6674298
959,1.6511102
960,1.5588236
961,1.473561
962,1.2875537
963,1.2508641
964,1.3084834
965,1.6547925
966,2.00677
967,2.0545056
968,1.8020178
969,1.7500986
970,1.5702547
971,1.4456254
972,1.4712629
973,1.5779161
974,1.8859355
975,2.0155861
976,1.9649163
977,1.7673672
978,1.4091309
979,1.3852624
980,1.2861927
981,1.3438147
982,1.397245
983,1.3421966
984,1.1765165
985,1.2767586
986,1.4456762
987,1.3356119
988,1.2639642
989,1.4017359
990,1.7652252
991,1.9004476
992,1.8231407
993,1.7582995
994,1.5946739
995,1.6838098
996,1.6862338
997,1.375348
998,1.3653488
999,1.5770955
1000,1.7656795
1001,1.6138024
1002,1.5035417
1003,1.3148869
1004,1.2834642
1005,1.3435028
1006,1.3380853
1007,1.5161242
1008,1.8432664
1009,1.8197858
1010,1.8630282
1011,1.6616888
1012,1.2604961
1013,0.8362597
1014,0.6352205
1015,0.8372238
1016,1.4431329
1017,1.6168717
1018,1.4198265
1019,1.3239921
1020,1.2447976
1021,1.1357094
1022,0.92954385
1023,0.92254585
1024,1.2500393
1025,1.3422934
1026,1.0078332
1027,1.2083648
1028,1.2455889
1029,1.1128938
1030,1.0291511
1031,0.98096055
1032,0.9704077
1033,0.9411791
1034,0.9098915
1035,0.9031037
1036,0.89339
1037,0.8631865
1038,0.7859575
1039,0.7390928
1040,0.74451095
1041,0.81622285
1042,0.9125705
1043,0.9314045
1044,0.92306465
1045,0.9263536
1046,0.9212469
1047,0.86724967
1048,0.91708624
1049,1.0198759
1050,1.0744656
1051,0.9475737
1052,1.1087992
1053,1.2619697
1054,1.145164
1055,1.0826207
1056,1.0608977
1057,1.1032888
1058,1.1164904
1059,1.0550649
1060,0.9688792
1061,0.79854137
1062,0.7612707
1063,0.7478262
1064,0.59950566
1065,0.40245017
1066,0.38901687
1067,0.99815494
1068,1.5820456
1069,1.5237819
1070,1.4947962
1071,1.3413374
1072,1.2983168
1073,1.2619323
1074,1.2357264
1075,1.2081261
1076,1.1778541
1077,1.242197
1078,2.2711062
1079,2.821345
1080,2.6301105
1081,2.5408437
1082,2.396374
1083,2.2749648
1084,1.8601909
1085,0.97153515
1086,1.5005888
1087,1.9529032
1088,1.6545153
1089,1.4893237
1090,1.4817563
1091,1.3103951
1092,1.1993763
1093,1.2540275
1094,1.2672167
1095,1.2368535
1096,1.2491918
1097,1.2571175
1098,1.274129
1099,1.3244741
1100,1.2863288
1101,1.5096362
1102,4.0133266
1103,4.856069
1104,3.9476075
1105,3.3132598
1106,2.797399
1107,2.4280326
1108,2.0558555
1109,1.8126827
1110,2.02162
1111,4.2305083
1112,4.232139
1113,2.8936617
1114,2.8076448
1115,3.0100458
1116,3.1210802
1117,3.055151
1118,2.9450176
1119,2.9618826
1120,3.0376673
1121,3.019452
1122,2.9767063
1123,2.8981133
1124,2.78241
1125,2.6136513
1126,2.6087599
1127,2.4755938
1128,2.5911283
1129,2.9495437
1130,2.8056455
1131,2.618147
1132,2.4512544
1133,2.2977698
1134,2.1794965
1135,2.1178775
1136,2.4090009
1137,3.639771
1138,3.2140539
1139,2.094377
1140,1.9268743
1141,1.8606635
1142,1.7622172
1143,1.8802935
1144,1.9662724
1145,3.6931493
1146,4.99079
1147,4.2678127
1148,3.5226753
1149,3.102763
1150,2.8789384
1151,2.4645252
1152,2.1772475
1153,2.0682802
1154,2.1868627
1155,2.4630406
1156,2.3619156
1157,2.1708467
1158,1.9018918
1159,1.638654
1160,1.4235085
1161,1.6228949
1162,3.3031518
1163,5.0121784
1164,4.3250027
1165,3.4549167
1166,3.1787312
1167,3.0923405
1168,2.852206
1169,2.7734795
1170,2.6813486
1171,2.5240588
1172,2.3106346
1173,2.4036462
1174,2.5747707
1175,2.4552476
1176,2.379773
1177,2.3755143
1178,2.4360921
1179,2.4311752
1180,2.56866
1181,2.6276875
1182,2.3777661
1183,2.218178
1184,2.3066206
1185,2.16642
1186,1.9633634
1187,1.8815731
1188,2.5587919
1189,3.51476
1190,3.3123467
1191,3.129751
1192,2.7170079
1193,2.5199597
1194,2.563611
1195,2.3801875
1196,2.4673307
1197,3.8844695
1198,4.0196266
1199,3.0400472
1200,2.8415504
1201,2.8164992
1202,2.4685576
1203,2.6555488
1204,2.6137462
1205,2.4228053
1206,2.8403306
1207,3.0865772
1208,2.8556223
1209,2.748884
1210,2.7152138
1211,2.6330178
1212,2.6333
1213,2.7940934
1214,4.5815034
1215,5.598858
1216,4.6054497
1217,4.1239767
1218,3.8993175
1219,3.4907875
1220,3.0970151
1221,2.9568853
1222,3.0094128
1223,3.1109047
1224,3.1338344
1225,2.9479055
1226,2.748085
1227,2.568274
1228,2.501827
1229,2.5796897
1230,2.6290827
1231,2.6336799
1232,3.2973683
1233,3.2096648
1234,2.8750784
1235,2.7037573
1236,2.6858263
1237,2.5414023
1238,2.4707422
1239,2.417197
1240,2.7020292
1241,2.984661
1242,2.9433715
1243,2.5741153
1244,2.431453
1245,2.4619431
1246,2.286871
1247,2.2391417
1248,2.7081032
1249,4.1552153
1250,4.005539
1251,2.7158077
1252,2.2811787
1253,2.1977077
1254,2.1865573
1255,2.0222468
1256,2.0790129
1257,2.2399085
1258,2.42909
1259,2.0966573
1260,2.1199248
1261,2.1119661
1262,2.0421536
1263,2.0387604
1264,2.1398277
1265,2.227009
1266,2.6185176
1267,2.8893907
1268,2.6750534
1269,2.2855592
1270,2.012937
1271,2.085706
1272,1.9149641
1273,1.8292416
1274,2.3775303
1275,3.690175
1276,3.291779
1277,2.3480084
1278,2.0826743
1279,1.8786105
1280,1.9274082
1281,2.1662705
1282,2.2636278
1283,4.23316
1284,4.9876304
1285,4.0987606
1286,3.5656874
1287,3.442854
1288,3.109869
1289,2.726149
1290,2.2926812
1291,1.7203113
1292,2.0644667
1293,2.4808917
1294,2.2621179
1295,2.2167704
1296,2.1708324
1297,2.1862786
1298,2.120124
1299,1.6981608
1300,2.8900716
1301,4.6034293
1302,3.7775667
1303,3.076368
1304,2.993124
1305,2.749212
1306,2.6447308
1307,2.7103732
1308,2.4265282
1309,2.3898423
1310,2.793645
1311,2.666023
1312,2.3150182
1313,2.2691386
1314,2.29785
1315,2.2549071
1316,2.1863284
1317,2.281741
1318,2.408388
1319,2.635468
1320,2.6856153
1321,2.3353963
1322,2.2168727
1323,2.371794
1324,2.495369
1325,2.770333
1326,3.3926363
1327,4.14355
1328,3.4529855
1329,3.0342345
1330,3.2026143
1331,3.0048552
1332,3.0220015
1333,2.7830892
1334,2.7218912
1335,3.6963131
1336,3.6915357
1337,2.9769084
1338,2.5202754
1339,2.5072181
1340,2.4575808
1341,2.480165
1342,2.4395206
1343,2.2962258
1344,2.7325904
1345,3.1641455
1346,3.3013415
1347,2.8874583
1348,2.9121652
1349,2.8760273
1350,2.9276814
1351,3.0184865
1352,4.9933853
1353,5.480782
1354,4.555348
1355,4.1204324
1356,3.910298
1357,3.504449
1358,2.9492636
1359,2.3685915
1360,2.2810638
1361,3.0307815
1362,3.6387265
1363,3.2744417
1364,2.764094
1365,2.558131
1366,2.6560855
1367,2.946266
1368,3.1569815
1369,3.156712
1370,3.290692
1371,3.2111807
1372,2.869102
1373,2.8571126
1374,2.8801742
1375,2.679899
1376,2.6650956
1377,2.5463636
1378,2.7621706
1379,2.8737075
1380,2.5827847
1381,2.7331882
1382,2.7872775
1383,2.591223
1384,2.6646986
1385,2.6549273
1386,2.970259
1387,4.263829
1388,3.559512
1389,2.4780025
1390,2.3752933
1391,2.4230483
1392,2.5281246
1393,2.316289
1394,2.0360148
1395,2.123866
1396,2.3323824
1397,2.1906664
1398,2.1028001
1399,2.139935
1400,1.9791193
1401,2.0118678
1402,1.9959584
1403,2.1999097
1404,2.8980308
1405,2.8393402
1406,2.5099804
1407,2.2526324
1408,2.16503
1409,2.179356
1410,2.1406212
1411,2.1706495
1412,2.9628146
1413,3.7721817
1414,2.9496696
1415,2.3639314
1416,2.2441218
1417,2.1350024
1418,2.163172
1419,2.251385
1420,2.675783
1421,4.632772
1422,4.9224906
1423,4.051696
1424,3.5625405
1425,3.0241916
1426,2.500887
1427,2.5165594
1428,2.5272038
1429,2.4543536
1430,2.8886542
1431,2.6649919
1432,2.143241
1433,1.699161
1434,1.550008
1435,2.464152
1436,3.3838966
1437,3.1904128
1438,3.9629745
1439,4.3828187
1440,3.5770187
1441,2.799768
1442,2.3962998
1443,2.1244044
1444,2.123553
1445,2.2721446
1446,2.1901367
1447,2.1181662
1448,2.2000592
1449,2.4211645
1450,2.326718
1451,2.0942297
1452,2.0907269
1453,1.9706483
1454,1.9020218
1455,2.0204675
1456,2.349025
1457,2.6398675
1458,2.2887049
1459,1.738628
1460,1.4722983
1461,1.7136738
1462,2.8402567
1463,3.2167082
1464,3.3688097
1465,3.2166903
1466,2.8803453
1467,2.3266792
1468,2.2359183
1469,2.1040382
1470,2.0125895
1471,1.9652323
1472,2.390245
1473,3.795442
1474,3.8592858
1475,3.3701577
1476,2.969648
1477,2.9017606
1478,2.8700485
1479,2.7559395
1480,2.762157
1481,2.7602913
1482,2.8888714
1483,2.7895808
1484,2.4394333
1485,2.3065827
1486,2.4613929
1487,2.475345
1488,2.4015296
1489,3.1030638
1490,5.2754865
1491,5.1255355
1492,4.0975475
1493,3.7412078
1494,3.4557438
1495,3.0609925
1496,2.78921
1497,2.7624958
1498,2.5476384
1499,2.6244085
1500,2.6410058
1501,2.5551827
1502,2.6723595
1503,2.670203
1504,2.8598042
1505,2.7428803
1506,2.6693773
1507,3.0483603
1508,3.3127923
1509,3.0890696
1510,2.7273219
1511,2.6274424
1512,2.5136037
1513,2.3695264
1514,2.008351
1515,1.6053985
1516,2.247279
1517,2.9108646
1518,2.742176
1519,2.56133
1520,2.5442283
1521,2.6079268
1522,3.1221719
1523,3.3208535
1524,3.9332526
1525,4.513951
1526,3.048064
1527,2.6085737
1528,2.5944788
1529,2.7947547
1530,2.8856559
1531,2.8914056
1532,2.51309
1533,2.499962
1534,2.2637584
1535,2.1861706
1536,2.0330775
1537,1.4602836
1538,1.5658184
1539,2.5411718
1540,3.142069
1541,3.3181117
1542,3.6887279
1543,3.465525
1544,3.0167313
1545,2.756232
1546,2.5574195
1547,2.3643613
1548,2.3250923
1549,2.1387422
1550,3.0645912
1551,3.7128353
1552,2.934437
1553,2.5433393
1554,2.397763
1555,2.4439108
1556,2.407331
1557,2.2729046
1558,2.845009
1559,4.6952796
1560,4.720724
1561,4.167379
1562,3.7537875
1563,3.3980734
1564,3.1173518
1565,2.9703302
1566,2.7408035
1567,2.5819407
1568,2.8677752
1569,3.0250592
1570,2.6951058
1571,2.6135576
1572,2.6295183
1573,2.459303
1574,2.6116028
1575,2.446402
1576,3.5967531
1577,3.7603385
1578,2.744881
1579,2.2191007
1580,2.2982109
1581,2.3573532
1582,2.4758425
1583,2.5547004
1584,2.3506534
1585,2.256751
1586,2.6920526
1587,3.2065241
1588,3.6553035
1589,3.6922538
1590,3.6445231
1591,3.3578043
1592,3.1598525
1593,2.7214952
1594,2.407608
1595,2.3918953
1596,2.5629401
1597,2.7500708
1598,2.494779
1599,2.3714762
1600,2.3489377
1601,2.166995
1602,2.3618433
1603,2.4387653
1604,2.3575041
1605,2.255606
1606,2.1637123
1607,2.1879401
1608,2.1697605
1609,1.7487988
1610,2.4109256
1611,3.3126166
1612,3.1620626
1613,2.93988
1614,2.6530888
1615,2.2513475
1616,2.1400428
1617,2.017665
1618,1.9876482
1619,2.0089476
1620,2.0022094
1621,1.9462684
1622,1.7471485
1623,1.7144755
1624,1.7204804
1625,1.7352378
1626,1.5850375
1627,1.5556872
1628,1.6592549
1629,1.7268189
1630,1.9604576
1631,2.1070786
1632,1.9512295
1633,1.7921278
1634,1.6879466
1635,1.8290209
1636,2.1029186
1637,2.2482681
1638,2.1826556
1639,2.156372
1640,2.0704563
1641,1.8501083
1642,1.8839637
1643,2.0169806
1644,1.9193221
1645,1.7486221
1646,1.8144066
1647,2.0697472
1648,2.0641868
1649,2.0932152
1650,2.0743215
1651,1.9070807
1652,2.0934024
1653,2.217549
1654,1.9458586
1655,2.0750203
1656,2.0229115
1657,2.0819917
1658,2.0118098
1659,1.6998628
1660,1.7887809
1661,3.3017693
1662,5.0706983
1663,5.401126
1664,4.7246647
1665,4.845417
1666,4.670046
1667,4.64173
1668,4.5235844
1669,4.281823
1670,4.3622913
1671,4.3414407
1672,4.2372346
1673,4.202474
1674,4.1346006
1675,4.0478106
1676,4.022626
1677,4.0245924
1678,4.042415
1679,3.9204893
1680,3.9356909
1681,3.8881786
