Фрейм,Амплитуда
1682,3.83236
1683,3.8573408
1684,3.8035269
1685,3.6353374
1686,3.5947342
1687,3.6609247
1688,4.1245384
1689,3.873587
1690,3.2846973
1691,3.165467
1692,3.2871876
1693,3.3512542
1694,3.307038
1695,3.251203
1696,3.9857936
1697,5.425998
1698,5.0008097
1699,4.464493
1700,4.1510534
1701,3.9025338
1702,3.6740372
1703,3.5815742
1704,3.541606
1705,3.314091
1706,3.1265554
1707,3.0213099
1708,2.9470012
1709,2.8857641
1710,2.8648183
1711,2.9556239
1712,3.638044
1713,4.1497374
1714,4.9027553
1715,4.7482133
1716,4.342589
1717,4.155139
1718,3.9670556
1719,4.0871553
1720,3.9543736
1721,3.77603
1722,3.9010737
1723,3.5947943
1724,3.3775346
1725,3.4658742
1726,3.4973023
1727,3.4522185
1728,3.1974394
1729,3.0919816
1730,3.1488056
1731,3.4414449
1732,3.6376157
1733,3.6325734
1734,3.8172333
1735,3.8747447
1736,3.808735
1737,3.6287873
1738,3.3834288
1739,3.3312967
1740,3.4202409
1741,3.6052728
1742,3.7997148
1743,3.7365737
1744,3.4981856
1745,3.3825557
1746,3.505078
1747,3.7312229
1748,4.397003
1749,4.597964
1750,3.7673533
1751,3.8003535
1752,3.8830063
1753,3.889233
1754,4.031937
1755,3.9855912
1756,3.6044083
1757,3.5808632
1758,4.2517223
1759,4.7520165
1760,4.5440626
1761,4.2294345
1762,4.07006
1763,4.221144
1764,4.198692
1765,5.1795707
1766,6.1468654
1767,5.5709424
1768,5.5451455
1769,4.8729935
1770,4.2806487
1771,3.8623848
1772,3.494244
1773,3.238539
1774,3.1334877
1775,3.1015074
1776,3.0872977
1777,2.9783168
1778,2.9729433
1779,2.9267714
1780,2.9384325
1781,2.8573987
1782,2.7560687
1783,3.1162233
1784,3.4667366
1785,3.4385483
1786,3.2440984
1787,3.106033
1788,3.123671
1789,3.0876567
1790,3.070081
1791,3.1040606
1792,3.093099
1793,3.1430397
1794,3.1407688
1795,2.953572
1796,2.9880137
1797,3.0025961
1798,2.9666772
1799,3.1480567
1800,4.3179746
1801,4.6009207
1802,3.8279946
1803,3.6916285
1804,3.6496427
1805,3.4506643
1806,3.360149
1807,3.2773683
1808,3.125344
1809,3.009907
1810,2.9969718
1811,3.0827942
1812,3.0630975
1813,2.9153454
1814,2.8357034
1815,2.9567225
1816,3.279119
1817,3.5063756
1818,3.8512204
1819,3.7171311
1820,3.755959
1821,3.8981998
1822,3.887246
1823,3.8318014
1824,3.7666
1825,3.8810532
1826,4.663551
1827,4.404568
1828,3.8737218
1829,4.0622396
1830,3.9492285
1831,3.8651419
1832,3.6931124
1833,3.857632
1834,4.9739585
1835,6.0371246
1836,5.470911
1837,5.272151
1838,5.1103954
1839,4.8100533
1840,4.7070293
1841,4.224428
1842,3.6400144
1843,3.3757944
1844,3.4664268
1845,3.2900257
1846,3.2022884
1847,3.0271506
1848,2.9229712
1849,2.9905465
1850,3.5371416
1851,4.3752923
1852,5.408494
1853,5.0431643
1854,4.3426485
1855,3.8387995
1856,3.5425596
1857,3.691068
1858,3.6860056
1859,3.6320078
1860,3.696512
1861,3.5503244
1862,3.4975042
1863,3.3529484
1864,3.2384105
1865,2.9541504
1866,2.4107656
1867,2.7073166
1868,3.4493484
1869,3.9068692
1870,4.530099
1871,4.818566
1872,4.643248
1873,4.1146054
1874,3.6663344
1875,3.7592201
1876,3.6928625
1877,4.226937
1878,4.7822967
1879,4.255244
1880,4.157581
1881,4.011669
1882,3.9178643
1883,3.7321222
1884,3.5953612
1885,3.622624
1886,3.6601758
1887,3.8239145
1888,4.0638585
1889,3.921248
1890,3.85755
1891,3.9583478
1892,4.0555286
1893,4.279571
1894,4.302443
1895,4.946363
1896,4.468467
1897,3.804077
1898,3.438974
1899,3.3340375
1900,3.101846
1901,2.9842148
1902,3.0649703
1903,4.5009565
1904,5.5576925
1905,5.0185738
1906,4.485758
1907,4.4068604
1908,4.1065083
1909,3.7019556
1910,3.5292614
1911,3.489092
1912,3.3776007
1913,3.189478
1914,3.161214
1915,3.0458748
1916,3.0082502
1917,3.0871935
1918,3.2415195
1919,3.3205976
1920,3.5807035
1921,4.2581253
1922,4.646745
1923,4.497104
1924,4.138732
1925,3.9996603
1926,3.8552234
1927,3.7875752
1928,3.9150026
1929,5.4507837
1930,5.912981
1931,5.107099
1932,4.483921
1933,4.062238
1934,3.8356159
1935,3.6531248
1936,3.6945388
1937,3.8221314
1938,4.650524
1939,4.646808
1940,4.3576226
1941,4.22735
1942,4.133427
1943,4.119026
1944,4.078835
1945,4.161772
1946,4.280075
1947,4.4108424
1948,4.290247
1949,4.260199
1950,4.1229715
1951,4.1217265
1952,4.0609765
1953,3.9440272
1954,3.9867015
1955,4.121555
1956,4.195921
1957,4.3729973
1958,4.156261
1959,3.9301763
1960,4.051392
1961,4.138796
1962,4.0564857
1963,4.111143
1964,4.801224
1965,4.5948367
1966,3.985365
1967,3.9336329
1968,4.026948
1969,4.0738125
1970,4.20487
1971,4.376425
1972,5.3329864
1973,5.651336
1974,4.746866
1975,4.3901305
1976,4.3343964
1977,4.3542905
1978,4.0148716
1979,3.8453119
1980,3.905777
1981,3.704736
1982,3.3594832
1983,3.3955333
1984,4.4757977
1985,4.950668
1986,4.640966
1987,4.1040945
1988,4.3481
1989,5.0409584
1990,5.2662797
1991,4.544312
1992,4.4849486
1993,4.4467225
1994,4.1602287
1995,4.1377654
1996,4.1571465
1997,3.858784
1998,3.7380116
1999,3.7764738
2000,3.3283021
2001,3.1315887
2002,3.3720012
2003,3.3688235
2004,3.4288585
2005,3.4720647
2006,3.5531173
2007,4.121826
2008,4.3634367
2009,4.2000694
2010,3.9873705
2011,4.0561314
2012,3.929089
2013,3.9515243
2014,3.7815292
2015,3.4333217
2016,3.152185
2017,3.1920533
2018,3.2079713
2019,3.3549118
2020,3.2565641
2021,3.3420134
2022,3.530325
2023,3.4842863
2024,4.566789
2025,4.6428394
2026,3.9903703
2027,3.90613
2028,3.8716536
2029,4.051442
2030,3.906715
2031,3.7454822
2032,3.771125
2033,4.1501713
2034,4.385034
2035,4.46155
2036,4.445534
2037,4.2633605
2038,4.2952924
2039,4.190481
2040,4.562301
2041,5.927301
2042,6.3331876
2043,5.3790674
2044,4.924286
2045,4.622819
2046,4.234532
2047,4.1373014
2048,4.0242014
2049,3.7493505
2050,3.5568192
2051,3.3384218
2052,3.140219
2053,3.1521904
2054,3.1984675
2055,3.2013297
2056,3.1288743
2057,2.9596295
2058,3.1274216
2059,3.4766428
2060,3.6691985
2061,3.597248
2062,3.589386
2063,3.545743
2064,3.468097
2065,3.36462
2066,3.2731664
2067,3.124611
2068,3.2234457
2069,3.2081203
2070,3.0834668
2071,3.0682826
2072,3.035121
2073,3.2482927
2074,3.2936342
2075,3.5120947
2076,4.4401913
2077,4.358509
2078,4.0194893
2079,3.8144927
2080,3.7705183
2081,3.825864
2082,3.8742042
2083,3.926725
2084,3.8045099
2085,3.8080647
2086,3.7249649
2087,3.902177
2088,4.067928
2089,3.7038133
2090,3.5891821
2091,3.712066
2092,3.7955706
2093,3.8244648
2094,3.9004912
2095,3.8590648
2096,3.7624562
2097,3.7282627
2098,3.6196575
2099,3.2822275
2100,3.2538855
2101,3.8916352
2102,4.331447
2103,3.5121498
2104,3.072773
2105,3.0421715
2106,3.1926656
2107,3.2660916
2108,3.1341968
2109,3.3071306
2110,4.9355726
2111,5.1727123
2112,4.8166413
2113,4.563636
2114,4.154801
2115,3.8900766
2116,3.7672322
2117,4.2687626
2118,4.5875897
2119,4.4713206
2120,4.0939527
2121,3.6842306
2122,3.517065
2123,3.3197231
2124,3.237158
2125,3.5123518
2126,3.774439
2127,4.361917
2128,5.1615405
2129,5.056895
2130,4.442495
2131,3.8756752
2132,3.5397995
2133,3.5432088
2134,3.8552291
2135,4.0996466
2136,3.9134483
2137,3.554184
2138,3.3991694
2139,3.3461225
2140,3.767224
2141,3.938482
2142,3.811513
2143,3.7651968
2144,3.5635283
2145,3.7215762
2146,3.9126647
2147,3.7831254
2148,4.1924005
2149,4.9009557
2150,4.836209
2151,4.7709923
2152,4.667462
2153,5.243351
2154,4.9706483
2155,4.5751343
2156,4.3431754
2157,4.030732
2158,3.5427284
2159,3.2401242
2160,3.171621
2161,3.0412104
2162,3.4122777
2163,3.8173866
2164,3.8494709
2165,3.8781152
2166,3.7957032
2167,3.7009556
2168,3.6828613
2169,3.6395488
2170,3.654394
2171,3.9858937
2172,3.925038
2173,3.5751705
2174,3.559903
2175,3.4565647
2176,3.3367162
2177,3.4767668
2178,4.0992007
2179,5.772849
2180,5.533354
2181,5.126917
2182,5.222106
2183,4.7805133
2184,4.5492697
2185,4.3690724
2186,4.385797
2187,4.618839
2188,4.5614324
2189,4.42447
2190,4.2983384
2191,4.1922426
2192,4.200874
2193,3.8673484
2194,3.6753607
2195,3.9422088
2196,4.76862
2197,5.186712
2198,4.4406962
2199,4.2460346
2200,4.160589
2201,3.9552472
2202,3.6967053
2203,3.8032885
2204,4.0991364
2205,4.7400136
2206,4.583199
2207,4.1558557
2208,3.902447
2209,3.7709446
2210,3.7245383
2211,3.7664616
2212,3.8038528
2213,4.2512217
2214,4.638546
2215,4.17445
2216,4.2746487
2217,4.2188807
2218,4.1761413
2219,4.274894
2220,4.38148
2221,4.380376
2222,4.300568
2223,4.332028
2224,4.3350554
2225,4.1954727
2226,4.018484
2227,4.20366
2228,4.1418204
2229,4.1359177
2230,3.8599224
2231,3.904813
2232,3.9771328
2233,3.6501827
2234,3.3654733
2235,3.3079321
2236,3.1833045
2237,3.1616936
2238,3.2157826
2239,3.7536232
2240,4.098041
2241,3.4440331
2242,3.187773
2243,3.216137
2244,3.1766949
2245,3.1763248
2246,3.2395942
2247,3.5481703
2248,5.3570776
2249,5.1570477
2250,4.5992064
2251,4.460548
2252,4.2771597
2253,3.9055073
2254,3.771203
2255,3.611095
2256,3.6628306
2257,3.7486296
2258,4.0161033
2259,3.958875
2260,3.8043137
2261,3.5129457
2262,3.5490217
2263,3.6323335
2264,3.6141481
2265,4.381674
2266,4.669853
2267,4.1601896
2268,3.864384
2269,3.6245537
2270,3.5933213
2271,3.6344945
2272,3.527023
2273,3.5466163
2274,3.6637523
2275,3.552236
2276,3.2417614
2277,2.9975326
2278,2.9771976
2279,3.0441618
2280,3.09937
2281,3.0118868
2282,3.9254627
2283,4.879556
2284,4.7163444
2285,4.2142906
2286,3.839351
2287,3.7832167
2288,4.049519
2289,3.8987372
2290,3.870342
2291,3.8561351
2292,4.066274
2293,3.9531367
2294,3.9298184
2295,3.6864886
2296,3.5015905
2297,3.2526553
2298,3.1387563
2299,3.624829
2300,4.5922866
2301,4.3985195
2302,4.164147
2303,3.9904957
2304,4.2732177
2305,4.4270678
2306,4.2712135
2307,3.6910965
2308,4.0794096
2309,4.1453023
2310,3.4216561
2311,3.7308137
2312,4.4727774
2313,4.544396
2314,4.86194
2315,4.7866564
2316,5.126148
2317,6.138005
2318,5.8118854
2319,5.580692
2320,5.031046
2321,4.338265
2322,3.8564358
2323,3.7274745
2324,3.6747315
2325,3.3872914
2326,3.277053
2327,3.2379196
2328,3.160598
2329,3.1277678
2330,3.046208
2331,3.0134656
2332,2.9644468
2333,2.796812
2334,3.0430224
2335,3.454955
2336,3.4766228
2337,3.3989418
2338,3.2764065
2339,3.215196
2340,3.1481879
2341,3.1150725
2342,3.154837
2343,3.1946957
2344,3.4180703
2345,3.4599748
2346,3.3347633
2347,3.2200625
2348,3.1413896
2349,3.1413906
2350,3.1945505
2351,4.154022
2352,4.6853747
2353,4.0246854
2354,3.692418
2355,3.5550344
2356,3.6251068
2357,3.49901
2358,3.657167
2359,3.7299147
2360,3.9770572
2361,4.1924887
2362,4.0191236
2363,3.7749217
2364,3.7533088
2365,3.774484
2366,3.8138337
2367,3.6895552
2368,3.6947668
2369,4.238267
2370,4.2984653
2371,4.18771
2372,4.1897902
2373,4.416189
2374,4.513731
2375,3.9626539
2376,4.243737
2377,5.7434764
2378,5.579634
2379,4.9171014
2380,4.6098037
2381,4.57036
2382,4.1344085
2383,3.5959406
2384,3.512271
2385,4.480538
2386,5.7954826
2387,5.330073
2388,4.8297167
2389,4.783401
2390,4.753183
2391,4.966677
2392,4.981586
2393,4.6608152
2394,4.87652
2395,5.0224047
2396,4.7718587
2397,4.606509
2398,4.1947803
2399,3.4636624
2400,2.9933624
2401,3.4036038
2402,4.762916
2403,6.0433183
2404,5.5630484
2405,4.8910336
2406,4.7035904
2407,4.3767343
2408,3.8376195
2409,3.7899885
2410,3.8857088
2411,3.8613276
2412,4.1877594
2413,4.46052
2414,4.428435
2415,4.309868
2416,3.9468815
2417,3.7944465
2418,3.9957623
2419,3.9552515
2420,4.005618
2421,4.1995735
2422,4.1632185
2423,3.9061475
2424,3.6330054
2425,3.664107
2426,3.8975027
2427,3.898229
2428,4.177455
2429,4.82239
2430,4.749879
2431,4.116718
2432,3.7996776
2433,3.659563
2434,3.5416603
2435,3.5501678
2436,3.6805637
2437,3.8667245
2438,3.7937167
2439,3.6386104
2440,3.6816237
2441,3.626174
2442,3.450857
2443,3.473097
2444,3.5286605
2445,3.713533
2446,4.657329
2447,4.634118
2448,4.016738
2449,3.931371
2450,3.8792408
2451,3.8243635
2452,3.8116615
2453,3.802395
2454,4.782247
2455,6.297616
2456,5.4787016
2457,4.871046
2458,4.865937
2459,4.2384286
2460,4.0931363
2461,4.159961
2462,3.8651311
2463,3.940444
2464,3.793392
2465,3.5862257
2466,3.2280297
2467,3.1116679
2468,3.1141696
2469,3.3607323
2470,3.5439613
2471,3.7012792
2472,4.3080215
2473,4.932602
2474,4.7688746
2475,4.6523857
2476,4.479054
2477,4.3189044
2478,4.387498
2479,4.4230647
2480,4.7525177
2481,5.2064404
2482,5.160807
2483,4.981223
2484,4.9538794
2485,4.9580464
2486,4.4303627
2487,4.0572524
2488,3.9060133
2489,4.2475038
2490,4.154282
2491,3.4207077
2492,3.3514283
2493,3.1867259
2494,3.0361152
2495,3.1616757
2496,3.26763
2497,3.7638872
2498,4.941027
2499,4.6134596
2500,4.092611
2501,3.619578
2502,3.2876847
2503,3.1093354
2504,3.4110446
2505,3.8586743
2506,4.4251385
2507,4.7521224
2508,4.609786
2509,4.172404
2510,4.220952
2511,4.286949
2512,4.2075324
2513,4.112153
2514,3.974213
2515,4.837873
2516,4.8456984
2517,4.51541
2518,4.392098
2519,3.9984322
2520,3.708131
2521,3.7054515
2522,3.3942158
2523,4.542125
2524,6.0426283
2525,5.353282
2526,4.833874
2527,4.741127
2528,4.3174157
2529,4.6267085
2530,4.1698036
2531,3.8298457
2532,3.964785
2533,3.8143847
2534,3.5086281
2535,3.1614006
2536,2.8406463
2537,2.931559
2538,3.7242794
2539,4.307123
2540,4.837192
2541,5.750057
2542,5.682001
2543,5.3818574
2544,4.897933
2545,4.706033
2546,4.7446346
2547,4.879266
2548,4.8078194
2549,4.493333
2550,4.8839664
2551,4.9740067
2552,4.574189
2553,4.3922415
2554,4.4834213
2555,4.475012
2556,4.2731376
2557,4.43679
2558,5.0494776
2559,5.0481277
2560,4.7135754
2561,4.3606267
2562,4.138522
2563,4.037291
2564,4.249631
2565,4.2843194
2566,4.487269
2567,4.218266
2568,3.9864779
2569,3.7895098
2570,3.9600425
2571,4.099777
2572,4.103968
2573,4.0039363
2574,3.8933609
2575,4.814707
2576,4.9944324
2577,4.174795
2578,4.144546
2579,4.2710853
2580,4.3598742
2581,4.1174474
2582,3.969328
2583,4.0038257
2584,4.0214443
2585,3.967076
2586,3.6824167
2587,3.5046093
2588,3.226199
2589,2.9773962
2590,3.6374066
2591,4.698699
2592,5.6336355
2593,5.9733415
2594,5.3743625
2595,5.362341
2596,5.370275
2597,5.1474724
2598,5.0282454
2599,5.096355
2600,5.044979
2601,4.9852304
2602,4.917063
2603,4.47724
2604,4.472471
2605,4.237094
2606,3.9252868
2607,3.8181818
2608,3.9792984
2609,4.1430535
2610,4.4436073
2611,4.116835
2612,4.286648
2613,4.767407
2614,4.780066
2615,4.4982495
2616,3.9212198
2617,3.2924247
2618,3.44574
2619,3.5999885
2620,2.8269162
2621,2.6437676
2622,2.6428947
2623,2.7637696
2624,3.0574334
2625,3.4673665
2626,5.066363
2627,6.2154675
2628,6.3856544
2629,5.9909134
2630,5.3219824
2631,5.012429
2632,4.6296487
2633,4.297447
2634,3.9531333
2635,4.6824374
2636,5.4379835
2637,4.6412034
2638,3.8549109
2639,3.450509
2640,3.642935
2641,4.541477
2642,4.8669596
2643,4.719529
2644,5.3081136
2645,5.4528575
2646,4.816774
2647,4.423399
2648,4.402617
2649,4.3182507
2650,4.222301
2651,4.0380197
2652,4.4488854
2653,5.2950587
2654,4.8020773
2655,4.354677
2656,3.9514673
2657,3.9422204
2658,3.6589487
2659,3.40009
2660,3.6079123
2661,3.986631
2662,4.2099304
2663,3.9244957
2664,3.2479146
2665,2.6689508
2666,2.6429982
2667,2.433315
2668,2.1465747
2669,2.4398353
2670,4.0314093
2671,3.930311
2672,3.254468
2673,3.42234
2674,3.2415986
2675,3.195399
2676,3.5477862
2677,3.668694
2678,4.3023705
2679,5.206435
2680,4.231808
2681,3.4945474
2682,3.6407332
2683,3.7331069
2684,3.709021
2685,3.643547
2686,3.6882718
2687,4.1902637
2688,4.5717454
2689,4.6988463
2690,4.713054
2691,4.504367
2692,4.1948123
2693,3.3948023
2694,3.0764244
2695,4.113854
2696,4.6513395
2697,4.2294884
2698,4.1231165
2699,3.6605814
2700,3.302016
2701,3.3815286
2702,3.2377706
2703,3.3318558
2704,3.690613
2705,3.7070305
2706,3.6959689
2707,3.8596852
2708,3.7931755
2709,3.6163354
2710,3.3014023
2711,2.874283
2712,3.702372
2713,4.080901
2714,3.993737
2715,4.0326886
2716,4.0704603
2717,3.9265578
2718,3.588597
2719,3.4163394
2720,3.1228094
2721,3.1201553
2722,3.138671
2723,3.1261482
2724,3.1951559
2725,3.1613514
2726,3.328383
2727,3.3807998
2728,3.5309403
2729,3.51378
2730,3.4523501
2731,3.7890353
2732,3.9467978
2733,3.4968011
2734,3.0320992
2735,3.0997796
2736,3.2721498
2737,2.9618235
2738,2.8094184
2739,2.8156698
2740,2.8739696
2741,2.884641
2742,2.824865
2743,2.7145996
2744,2.7153313
2745,2.7340727
2746,2.8207083
2747,3.3739088
2748,3.8618557
2749,3.5109274
2750,3.3513887
2751,3.517886
2752,3.5641258
2753,3.2700076
2754,3.3202343
2755,3.5113618
2756,3.18748
2757,2.8833685
2758,3.1370385
2759,3.1767635
2760,3.1366367
2761,3.2125974
2762,2.903082
2763,2.9261372
2764,3.7930264
2765,5.2321525
2766,4.7194123
2767,4.0708365
2768,4.1107206
2769,4.1912336
2770,4.270431
2771,4.0899816
2772,4.216762
2773,4.326485
2774,3.9073095
2775,3.6459866
2776,3.3367717
2777,3.114031
2778,3.0286927
2779,2.9409866
2780,2.7758727
2781,2.6903338
2782,2.952112
2783,3.1621354
2784,2.7984734
2785,2.583562
2786,2.4326086
2787,2.3561776
2788,2.3797786
2789,2.385414
2790,2.9759521
2791,3.9695246
2792,3.5215557
2793,2.7056847
2794,2.325511
2795,2.183876
2796,2.319387
2797,2.2212284
2798,2.4807246
2799,4.4758115
2800,4.8286605
2801,3.9389796
2802,3.6917372
2803,3.1877692
2804,2.743492
2805,2.5397422
2806,2.4374828
2807,2.3139744
2808,2.809588
2809,2.981181
2810,2.466954
2811,2.1186671
2812,1.9399786
2813,1.8800018
2814,1.8556793
2815,1.9368408
2816,3.0255206
2817,4.18894
2818,3.6838477
2819,2.9377537
2820,2.523764
2821,2.5372734
2822,2.5253916
2823,2.5502512
2824,2.4844313
2825,2.3951523
2826,2.3031456
2827,2.3790886
2828,2.382249
2829,2.160666
2830,2.1347141
2831,2.099979
2832,2.105221
2833,2.3102932
2834,2.5034852
2835,2.5400038
2836,2.3577769
2837,2.0809624
2838,2.0321004
2839,1.9736687
2840,2.0444663
2841,2.0262353
2842,2.4260187
2843,2.7761307
2844,2.4868982
2845,2.2851162
2846,2.407866
2847,2.5789783
2848,2.744104
2849,2.7541203
2850,3.1401756
2851,4.3886757
2852,4.0353384
2853,3.054709
2854,2.8544931
2855,2.7202318
2856,2.5545912
2857,2.4216795
2858,2.291305
2859,2.383001
2860,2.593473
2861,2.7889738
2862,2.8522263
2863,2.8182232
2864,2.7157369
2865,2.783799
2866,2.8585293
2867,3.105852
2868,5.3186717
2869,5.376289
2870,4.5462794
2871,4.1992846
2872,3.927206
2873,3.5016024
2874,3.0925128
2875,3.3697329
2876,3.6443977
2877,3.328199
2878,2.8435826
2879,2.6389205
2880,2.5296543
2881,2.742269
2882,3.1396463
2883,3.1204212
2884,2.789335
2885,2.8031824
2886,3.2858295
2887,3.966249
2888,4.417626
2889,3.9619536
2890,3.8923674
2891,3.8963187
2892,3.9324841
2893,3.8959823
2894,3.910202
2895,3.6325295
2896,3.046472
2897,2.8908317
2898,2.8195536
2899,2.806122
2900,2.6807857
2901,2.669775
2902,3.2371297
2903,4.274642
2904,3.8082552
2905,3.064174
2906,2.8074687
2907,2.6673307
2908,2.4719732
2909,2.5584474
2910,2.6006076
2911,2.5553992
2912,2.488532
2913,2.5637102
2914,2.437238
2915,2.4194136
2916,2.6440382
2917,2.5753603
2918,2.4682345
2919,2.5801702
2920,3.1609077
2921,3.2164576
2922,2.8179107
2923,2.4704266
2924,2.436262
2925,2.452688
2926,2.3165915
2927,2.184149
2928,3.2522
2929,4.1358814
2930,3.3557754
2931,2.7443101
2932,2.514846
2933,2.3436499
2934,2.3249013
2935,2.3116946
2936,2.990673
2937,5.0021076
2938,4.717802
2939,3.9301515
2940,3.8116562
2941,3.1633008
2942,2.4367898
2943,2.1318777
2944,1.967739
2945,2.2482207
2946,2.851722
2947,2.8211277
2948,2.4992025
2949,2.159929
2950,2.0898728
2951,1.9950469
2952,1.7268398
2953,1.7128702
2954,3.1073022
2955,3.9418423
2956,3.0081527
2957,2.724676
2958,3.8026512
2959,4.1547675
2960,4.1315193
2961,4.009245
2962,3.980233
2963,4.1130533
2964,3.996287
2965,3.1681664
2966,2.6829026
2967,2.6932466
2968,2.3251398
2969,2.1592507
2970,2.066883
2971,2.2424033
2972,2.6000724
2973,2.6410007
2974,2.4457798
2975,2.2789779
2976,1.9070365
2977,1.6503782
2978,1.8877873
2979,2.1036496
2980,3.131252
2981,3.4819074
2982,2.6204464
2983,2.25935
2984,2.253594
2985,2.2291093
2986,2.1873088
2987,2.230444
2988,2.8184922
2989,3.843581
2990,3.6114848
2991,3.1029034
2992,2.952754
2993,2.846545
2994,2.7326448
2995,2.5001352
2996,2.2119288
2997,2.2919216
2998,2.3998337
2999,2.2946212
3000,2.4999986
3001,2.3531768
3002,2.2489302
3003,2.271017
3004,2.156927
3005,2.935404
3006,4.8690825
3007,4.7396007
3008,4.0115433
3009,3.7021222
3010,3.45278
3011,3.0730956
3012,2.6279125
3013,2.705482
3014,3.6933284
3015,3.6043622
3016,2.827852
3017,2.6301239
3018,2.4885252
3019,2.492741
3020,2.4715564
3021,2.3981318
3022,2.3148909
3023,2.6633189
3024,3.0867653
3025,2.8977454
3026,2.674962
3027,2.5679286
3028,2.4866958
3029,2.493455
3030,2.5485632
3031,2.4845054
3032,2.6231744
3033,2.7498472
3034,2.6562521
3035,2.5453887
3036,2.474112
3037,2.4310381
3038,2.373218
3039,2.3641198
3040,3.161172
3041,4.109852
3042,3.211007
3043,2.3674386
3044,2.0847988
3045,1.939091
3046,1.9960159
3047,2.0632305
3048,2.0182488
3049,2.104143
3050,2.0837631
3051,1.9958167
3052,1.9224977
3053,1.826913
3054,1.9377618
3055,1.9022887
3056,1.8805646
3057,2.241462
3058,2.9549177
3059,2.8484995
3060,2.4820175
3061,2.1980026
3062,2.0755086
3063,1.9630729
3064,1.980397
3065,2.0825045
3066,3.1979282
3067,3.7946036
3068,3.0842247
3069,2.5674238
3070,2.2667027
3071,2.3673577
3072,2.4993086
3073,2.2120872
3074,2.8401608
3075,4.8260603
3076,4.592206
3077,4.0090733
3078,3.800923
3079,3.2852376
3080,2.3692346
3081,1.915319
3082,1.953417
3083,2.6586642
3084,3.294976
3085,3.0603924
3086,2.746089
3087,2.5468488
3088,2.5421472
3089,2.3769994
3090,1.9680197
3091,1.7548126
3092,3.4625092
3093,3.8640745
3094,2.958769
3095,2.7067962
3096,2.5904438
3097,2.4769783
3098,2.3180616
3099,2.344987
3100,2.4054677
3101,2.573584
3102,2.748225
3103,2.8687263
3104,2.7288184
3105,2.6103523
3106,2.3572247
3107,2.2682607
3108,2.0683954
3109,2.4214249
3110,2.7679648
3111,2.6144893
3112,2.3495646
3113,2.2404888
3114,2.5278223
3115,2.720694
3116,2.4020598
3117,1.9515846
3118,2.5412076
3119,2.9769626
3120,2.716401
3121,2.4881659
3122,2.400879
3123,2.4524822
3124,2.6036675
3125,2.5801134
3126,3.1863475
3127,4.1060796
3128,3.9371023
3129,4.017205
3130,4.064821
3131,4.0248733
3132,4.0758605
3133,3.9007826
3134,3.9275372
3135,3.6520734
3136,3.1196246
3137,2.8858716
3138,2.9472852
3139,2.8107002
3140,2.4703722
3141,2.5965006
3142,2.3069043
3143,3.5888622
3144,5.4947667
3145,4.844997
3146,4.2521725
3147,3.8296812
3148,3.5234013
3149,3.4711733
3150,3.4341965
3151,3.0683722
3152,2.8821173
3153,3.2378883
3154,3.070103
3155,2.868497
3156,2.8043396
3157,2.6576977
3158,2.5728905
3159,2.4208667
3160,2.4426036
3161,3.0743906
3162,3.3190165
3163,2.8679616
3164,2.6163082
3165,2.4952776
3166,2.402884
3167,2.4066303
3168,2.3249347
3169,2.3762836
3170,2.7124095
3171,2.837179
3172,2.7355278
3173,2.6430168
3174,2.598776
3175,2.407226
3176,2.3749826
3177,2.5820818
3178,3.8384638
3179,4.161801
3180,3.0101936
3181,2.4072187
3182,2.3048372
3183,2.256675
3184,2.2328668
3185,2.2025647
3186,2.225771
3187,2.1523573
3188,2.166122
3189,2.1990068
3190,2.1440146
3191,2.1371078
3192,2.199075
3193,2.2056324
3194,2.1220412
3195,2.3989358
3196,2.8517168
3197,2.857391
3198,2.5746105
3199,2.3519645
3200,2.1709104
3201,2.0697474
3202,2.2331471
3203,2.447791
3204,3.3812485
3205,3.9687834
3206,3.1058168
3207,2.6951792
3208,2.4916353
3209,2.7042415
3210,2.6069388
3211,2.3980746
3212,3.5921803
3213,5.204345
3214,4.5928373
3215,4.0361314
3216,4.024311
3217,3.9172385
3218,3.4044816
3219,3.0030768
3220,2.1608975
3221,2.2580879
3222,3.2575607
3223,3.1136286
3224,2.7373304
3225,2.4898937
3226,2.1483672
3227,1.8238035
3228,1.7660329
3229,2.124094
3230,3.6988971
3231,3.8793254
3232,2.990957
3233,2.583021
3234,2.605012
3235,2.5063884
3236,2.5150414
3237,2.3528397
3238,2.221066
3239,2.227834
3240,2.10619
3241,2.0266352
3242,2.0128543
3243,1.9034367
3244,1.8214468
3245,1.8601495
3246,1.981072
3247,2.2427044
3248,2.4821599
3249,2.4167445
3250,2.2614248
3251,2.1135418
3252,1.9609674
3253,1.8908268
3254,2.3083518
3255,2.6861825
3256,2.4987237
3257,2.635325
3258,2.5747876
3259,2.4949644
3260,2.232043
3261,2.0780602
3262,2.0951433
3263,2.149516
3264,2.4297917
3265,2.7279983
3266,2.7907112
3267,2.9592595
3268,2.6385288
3269,1.5847899
3270,1.2393667
3271,2.552086
3272,3.7636726
3273,4.3196216
3274,3.7823663
3275,2.6418889
3276,2.2902348
3277,2.3719316
3278,2.647233
3279,2.7865534
3280,2.532608
3281,4.3491964
3282,5.8335395
3283,5.059905
3284,4.638754
3285,4.4999475
3286,4.1184173
3287,3.6056173
3288,3.1154406
3289,2.6621656
3290,3.5488834
