Window,Tempo
151,0.11126107379451115
152,0.11140564873719665
153,0.1115410135030716
154,0.11166730490686606
155,0.11178468204125332
156,0.11189332181149943
157,0.11199340063409154
158,0.11208509700970488
159,0.11216860374837788
160,0.11224412497936392
161,0.11231186692255968
162,0.11237203338218893
163,0.11242483398384961
164,0.11247050590446307
165,0.11250933160544023
166,0.11254158275439648
167,0.11256749825648833
168,0.11258732062607156
169,0.11260132288242969
170,0.11260980176932794
171,0.11261306397717108
172,0.11261185845485568
173,0.11260726156036287
174,0.11259993809780026
175,0.11259018387977082
176,0.11257822896431506
177,0.11256428918438775
178,0.11254858496855548
179,0.11253135703316826
180,0.11251283277624523
181,0.11249340524162249
182,0.11247380478476193
183,0.112454613012181
184,0.11243606042173755
185,0.1124183302231483
186,0.11240161070408715
187,0.11238607607377854
188,0.11237188019831611
189,0.11235917327309423
190,0.11234811441655874
191,0.11233886119552978
192,0.1123315495613762
193,0.11232630155488099
194,0.11232340617689286
195,0.11232330142342861
196,0.11232625546077973
197,0.11233238616859768
198,0.11234218489639558
199,0.11235638114652813
200,0.11237529503020738
201,0.1123981738969801
202,0.11242359462220163
203,0.11245013399256516
204,0.11247672000297221
205,0.11250303166324867
206,0.11252905047981175
207,0.11255479239685179
208,0.11258027522822896
209,0.11260550731548001
210,0.11263048171031971
211,0.11265518402892631
212,0.11267973026244442
213,0.1127043695904449
214,0.11272925351463241
215,0.11275474176703287
216,0.11278133264072325
217,0.11280910075485197
218,0.1128378726937349
219,0.11286724191807147
220,0.11289619659650596
221,0.11292387115675623
222,0.11295011774064258
223,0.11297505156825109
224,0.11299881520814463
225,0.1130217930216255
226,0.11304439425423841
227,0.1130666804827561
228,0.11308855841979211
229,0.11310974076988549
230,0.11312955305465955
231,0.11314744209497862
232,0.11316338905152508
233,0.11317762197361665
234,0.11319050860473497
235,0.11320226771323501
236,0.11321287749328042
237,0.11322227997413097
238,0.11323040505358568
239,0.11323719615701539
240,0.11324259333096097
241,0.11324652779281202
242,0.11324899219257391
243,0.11325003749875372
244,0.11324968061775452
245,0.11324781263166624
246,0.11324401376197152
247,0.11323776268406165
248,0.11322906422328584
249,0.11321868585277432
250,0.11320732297382653
251,0.11319508682365609
252,0.11318191383933668
253,0.11316759499443256
254,0.11315188585770596
255,0.1131345492299053
256,0.11311509354758349
257,0.11309312054657078
258,0.11306879907861013
259,0.11304286584596017
260,0.1130159013701721
261,0.11298798444763435
262,0.11295913552162214
263,0.11292937735540486
264,0.11289871759133265
265,0.11286715249768436
266,0.11283469996673233
267,0.11280143179689554
268,0.11276740934169499
269,0.11273265123268376
270,0.11269717439891908
271,0.11266099936378003
272,0.11262437485756455
273,0.11258775660882409
274,0.11255143653082551
275,0.11251551971713221
276,0.11248035267664354
277,0.11244629206563805
278,0.11241336275215584
279,0.11238154661143739
280,0.11235066521577396
281,0.11232010775855167
282,0.11228931438836835
283,0.11225845597300438
284,0.11222823230862196
285,0.11219912369426199
286,0.11217120382908528
287,0.11214444095111616
288,0.11211877437337531
289,0.11209407885355958
290,0.11206990471233247
291,0.11204582227534171
292,0.11202177234650683
293,0.1119977876354155
294,0.11197395994906952
295,0.1119505128188709
296,0.11192767512550454
297,0.1119055373333366
298,0.11188410603276668
299,0.11186336972992933
300,0.11184334584865581
301,0.11182408492175384
302,0.11180560784515549
303,0.1117876970829476
304,0.11176999183021125
305,0.11175231735670636
306,0.11173458188950537
307,0.11171627742703304
308,0.11169689638972617
309,0.11167636920688327
310,0.11165471288260219
311,0.11163195731838371
312,0.11160811255496363
313,0.11158318276104794
314,0.11155717634940653
315,0.11153010542186381
316,0.11150198587151312
317,0.1114728192197681
318,0.11144262517757601
319,0.11141146060918705
320,0.11137934372976653
321,0.11134614533015157
322,0.11131158507195393
323,0.11127547067987652
324,0.11123747065550478
325,0.11119721328077559
326,0.11115464751072333
327,0.11110982374711663
328,0.11106279932334966
329,0.11101360979975018
330,0.11096226541461218
331,0.11090868982102427
332,0.11085272767386688
333,0.11079414251350471
334,0.11073274290432172
335,0.11066853756848681
336,0.110601612337087
337,0.11053203479502084
338,0.11045986245201894
339,0.11038515665806181
340,0.11030791149405107
341,0.1102279697690191
342,0.11014512149890769
343,0.11005920915607192
344,0.10997020351038156
345,0.1098781864629349
346,0.10978323584828927
347,0.10968542343752041
348,0.10958480714709985
349,0.10948143661821778
350,0.1093753677491331
351,0.10926664195112973
352,0.10915530749456141
353,0.1090414287344232
354,0.10892503408588848
355,0.10880613068576
356,0.10868471765834918
357,0.10856055499805906
358,0.10843301667662465
359,0.10830169384669948
360,0.10816664172232904
361,0.10802798906505844
362,0.1078858259240742
363,0.10774022757812457
364,0.10759128806391854
365,0.10743909216000318
366,0.1072836797747217
367,0.10712479717117206
368,0.10696190478605656
369,0.10679524760283486
370,0.10662652179950978
371,0.10645724801495428
372,0.10628785188939104
373,0.10611845168760448
374,0.10594914820867224
375,0.10578004040354795
376,0.10561120083969246
377,0.10544270659255452
378,0.10527464606971403
379,0.10510710895800529
380,0.10494018233033232
381,0.10477394302050391
382,0.10460846703708586
383,0.1044437976733796
384,0.1042795888474428
385,0.10411537395657161
386,0.10395113656465431
387,0.10378775528539398
388,0.10362629228271612
389,0.10346704538974973
390,0.10331002901044817
391,0.10315515850017326
392,0.10300217496457796
393,0.10285061481403775
394,0.10269999945232737
395,0.10255014439246662
396,0.10240129104144731
397,0.1022540706083972
398,0.10210889926798106
399,0.1019657827255243
400,0.10182467339481406
401,0.10168551400233662
402,0.1015482452236723
403,0.10141280088295045
404,0.10127914714522661
405,0.10114730139337223
406,0.10101726155666252
407,0.10088898542087642
408,0.10076242947479312
409,0.10063753595346354
410,0.10051421532661532
411,0.10039235759431596
412,0.10027188824600071
413,0.10015288940794535
414,0.1000357051703231
415,0.09992053664124419
416,0.09980725827757976
417,0.0996956420178437
418,0.09958507054372823
419,0.09947469155656986
420,0.09936409341321635
421,0.09925330546654776
422,0.09914250656046537
423,0.09903205796474053
424,0.09892223559608808
425,0.09881304032939765
426,0.09870446580739929
427,0.09859643539574665
428,0.09848836160136344
429,0.0983795366289598
430,0.09826964802045057
431,0.09815853347789705
432,0.09804606858546423
433,0.0979321562756038
434,0.09781668855189758
435,0.09769953423529408
436,0.09758055524119637
437,0.09745961351566833
438,0.09733659033819031
439,0.0972113691688829
440,0.09708368584204767
441,0.0969531153573497
442,0.09681933995023073
443,0.09668223689499762
444,0.09654140243370084
445,0.09639618471769228
446,0.09624623998157138
447,0.09609152980416952
448,0.09593214902881551
449,0.09576816803938208
450,0.09559955657546161
451,0.0954262773303709
452,0.09524831427072013
453,0.09506564310963429
454,0.09487821548617024
455,0.09468596269929545
456,0.09448884687032999
457,0.09428688505830297
458,0.09408004305580919
459,0.09386817552797468
460,0.09365113146551367
461,0.09342865284393208
462,0.09320032064108798
463,0.09296590686040634
464,0.09272543164160192
465,0.09247896073060669
466,0.09222659288055418
467,0.09196849403173164
468,0.09170488110648138
469,0.09143590562632666
470,0.09116150574810572
471,0.09088157932023748
472,0.09059620141012707
473,0.0903055326349584
474,0.09000980945705263
475,0.08970937975678432
476,0.08940453892406713
477,0.08909543349807207
478,0.08878214281174446
479,0.0884647701220015
480,0.08814331947344504
481,0.08781781819191103
482,0.08748862063810797
483,0.08715621043464877
484,0.08682097619049543
485,0.08648326224858395
486,0.08614342631574116
487,0.08580176639263488
488,0.0854585604278068
489,0.08511415357564654
490,0.08476893610124898
491,0.084423383971245
492,0.08407793567411341
493,0.08373282510660036
494,0.0833882189617194
495,0.08304401118544323
496,0.08269988586513495
497,0.08235586300635404
498,0.08201224017735624
499,0.08166942333844175
500,0.08132806486333431
501,0.08098878918252057
502,0.08065195377377583
503,0.08031779202305685
504,0.07998644552364564
505,0.07965770055658167
506,0.07933129575402598
507,0.07900739397388004
508,0.0786863300587063
509,0.07836845602164753
510,0.07805412153327049
511,0.07774364404823307
512,0.0774372974876508
513,0.07713531230276446
514,0.07683791263270633
515,0.0765453540971666
516,0.07625787840765146
517,0.07597571640246352
518,0.07569911573543309
519,0.0754282961974398
520,0.0751633826361684
521,0.0749043916763764
522,0.07465105925673654
523,0.07440319037277553
524,0.0741609598017136
525,0.07392470183928246
526,0.07369477425557831
527,0.07347141593245184
528,0.07325473212411363
529,0.07304473934639703
530,0.0728414742846258
531,0.07264478850569657
532,0.07245448592804452
533,0.07227062775007739
534,0.07209347560327324
535,0.07192342398757887
536,0.07176077338643917
537,0.0716056926232
538,0.07145832895630631
539,0.07131881569539808
540,0.07118731062926904
541,0.07106399786151774
542,0.07094903758390983
543,0.07084255600882108
544,0.07074467393574492
545,0.07065554251729635
546,0.07057530105787586
547,0.07050403368358936
548,0.0704417919204046
549,0.07038878270512343
550,0.07034536935146202
551,0.07031187243272886
552,0.07028854354477818
553,0.07027551946757582
554,0.07027285407896504
555,0.07028059496756862
556,0.07029849802790727
557,0.07032608838844755
558,0.07036315893889893
559,0.07040981253663625
560,0.07046638000579562
561,0.07053335667222346
562,0.07061109326831005
563,0.07069972186420022
564,0.07079941234796845
565,0.07091022056478913
566,0.07103192824735692
567,0.07116445910401796
568,0.07130795994882229
569,0.07146255827333085
570,0.07162841813947443
571,0.07180574086348676
572,0.0719947046456056
573,0.07219546490316535
574,0.07240816281457026
575,0.07263294374869465
576,0.07286994541372636
577,0.07311930118381134
578,0.07338105604529177
579,0.07365517052466658
580,0.0739417363598623
581,0.07424094907631275
582,0.07455272450061884
583,0.07487678214786798
584,0.07521306222660071
585,0.07556171361563209
586,0.07592298968545952
587,0.07629713987367671
588,0.07668434600697745
589,0.07708477372527031
590,0.07749858633752084
591,0.07792594180981612
592,0.07836698215086096
593,0.07882183234774258
594,0.07929081836832946
595,0.0797746000177803
596,0.08027362075158158
597,0.08078791204268583
598,0.08131751697042014
599,0.08186232717670612
600,0.08242214893361714
601,0.08299704037885776
602,0.08358716301205986
603,0.08419267510494594
604,0.08481375135202408
605,0.08545072589743952
606,0.08610397555492998
607,0.08677366371552282
608,0.08745984075369395
609,0.0881623753059811
610,0.08888114518127262
611,0.08961629688298105
612,0.09036821524330439
613,0.09113728089504432
614,0.09192364538657728
615,0.09272740246799904
616,0.09354859506127501
617,0.09438714900546373
618,0.09524288211671773
619,0.09611579484022897
620,0.09700637789042114
621,0.09791517043809984
622,0.09884239923372594
623,0.09978816592175423
624,0.10075256147685362
625,0.10173568988793019
626,0.1027376463995124
627,0.1037585124901283
628,0.10479837522540808
629,0.10585744436979294
630,0.10693589655689865
631,0.10803371341581823
632,0.10915065492504938
633,0.11028596106359334
634,0.11143889791458629
635,0.11260922704432037
636,0.11379685058484522
637,0.11500164394423408
638,0.11622348719898455
639,0.11746225002993965
640,0.11871768161718303
641,0.11998947078622157
642,0.12127706223042134
643,0.12257935654925457
644,0.12389538416439853
645,0.12522469373520387
646,0.12656687825726368
647,0.1279215696442778
648,0.1292884019185224
649,0.130666839461439
650,0.13205620618259215
651,0.13345579792463047
652,0.1348649344141187
653,0.13628293149800424
654,0.13770904056539857
655,0.13914249520810057
656,0.14058224852469428
657,0.14202689331807197
658,0.14347512802037046
659,0.14492587910174495
660,0.14637778281270344
661,0.14782941572463518
662,0.1492797214662622
663,0.15072783162306627
664,0.15217283345758634
665,0.15361346332459344
666,0.15504836248190823
667,0.15647584070577134
668,0.1578936555266508
669,0.159299828189242
670,0.16069301925216484
671,0.16207208235828233
672,0.16343593564646783
673,0.16478364303244905
674,0.16611406071483875
675,0.16742575795684864
676,0.16871727558432373
677,0.1699871531875036
678,0.17123383392192623
679,0.17245558134313663
680,0.1736507278864259
681,0.1748180395302017
682,0.17595652461345312
683,0.17706510844319553
684,0.17814260626783415
685,0.1791878337925625
686,0.18019968093768912
687,0.1811771415348767
688,0.18211931704366546
689,0.18302564888386655
690,0.1838958235865266
691,0.1847293142396386
692,0.18552544015446923
693,0.18628353195548464
694,0.18700299044775248
695,0.18768333024843212
696,0.18832443461497175
697,0.18892674516348484
698,0.18949087913830745
699,0.19001731259224416
700,0.1905062939327966
701,0.190957926888267
702,0.19137231300925858
703,0.19174960757875445
704,0.19209014756713097
705,0.1923943879291212
706,0.1926629071636413
707,0.1928964476898667
708,0.1930957804845804
709,0.1932616106697214
710,0.19339467471775526
711,0.19349572158183537
712,0.19356547749370068
713,0.19360485648208992
714,0.19361486066531053
715,0.19359663034455857
716,0.19355159372101896
717,0.19348115976745192
718,0.1933866330020255
719,0.1932692078168983
720,0.19312999913512144
721,0.1929701302375971
722,0.19279071167558814
723,0.1925928535800501
724,0.19237789213868475
725,0.19214746570158991
726,0.19190307002023085
727,0.19164594067269636
728,0.1913772148239041
729,0.19109800368060925
730,0.19080938794705773
731,0.1905124165574217
732,0.1902082115567669
733,0.18989810767678247
734,0.18958347872251394
735,0.1892654385135442
736,0.18894495377464207
737,0.1886229043822204
738,0.18830009310676066
739,0.18797732423226124
740,0.1876560558425364
741,0.1873380669846366
742,0.18702448848322903
743,0.18671621079001566
744,0.18641413163428835
745,0.1861189808465474
746,0.18583135668870013
747,0.18555185947905686
748,0.1852810870711877
749,0.18501968327782148
750,0.18476861458774543
751,0.18452874578714903
752,0.18430051081514032
753,0.18408340334293002
754,0.18387509188162468
755,0.18367363288572827
756,0.18347892740772007
757,0.18329132878001875
758,0.183111145716668
759,0.1829391656301689
760,0.18277638806556454
761,0.18262330827416848
762,0.18248019194200246
763,0.18234727839173356
764,0.18222479040156714
765,0.18211292238765095
766,0.18201179780201807
767,0.18192162762682698
768,0.1818425969415891
769,0.18177461665368455
770,0.1817175022998941
771,0.1816700190613709
772,0.1816305910611511
773,0.1815987975532358
774,0.1815746586499246
775,0.18155824833503723
776,0.18154982967210997
777,0.18154972813801704
778,0.1815581079303394
779,0.18157492685785345
780,0.18159967364242516
781,0.1816312171582151
782,0.18166870999716167
783,0.18171201524079364
784,0.18176123098415886
785,0.1818165724070312
786,0.18187820538045907
787,0.18194622244275302
788,0.18202059101793658
789,0.1821010841038947
790,0.18218744829368624
791,0.1822794947833408
792,0.18237703434319394
793,0.18247993317133962
794,0.1825881108885167
795,0.18270142991780888
796,0.1828196743218724
797,0.18294243881850136
798,0.18306888859397397
799,0.1831983095570273
800,0.18333057036520573
801,0.18346588987365123
802,0.1836044688972661
803,0.18374623636563767
804,0.18389092019703482
805,0.18403802176181253
806,0.18418690652137396
807,0.18433668443810072
808,0.1844865099054933
809,0.18463593853756263
810,0.18478474289490718
811,0.18493298251651236
812,0.1850807128325452
813,0.1852277820347957
814,0.1853740016035241
815,0.18551913693214817
816,0.1856629717904669
817,0.18580532653176582
818,0.18594617975140112
819,0.1860857072287236
820,0.18622399075599802
821,0.18636095742011247
822,0.1864965138836894
823,0.18663046296640254
824,0.1867624898884418
825,0.1868922970279242
826,0.1870199070630344
827,0.18714571729608065
828,0.18726991284664463
829,0.18739232455707266
830,0.18751274762917658
831,0.18763085971069363
832,0.1877461474640498
833,0.18785816460132662
834,0.1879667445843108
835,0.18807205836804808
836,0.18817421834866874
837,0.18827303287570918
838,0.18836839662996033
839,0.18846030715057147
840,0.18854864120675666
841,0.18863314946216583
842,0.1887134779855124
843,0.18878934528134975
844,0.18886068467818143
845,0.1889274975563809
846,0.18898974965477736
847,0.1890474234263855
848,0.18910052296209723
849,0.18914903844758668
850,0.18919293642776233
851,0.18923207445357218
852,0.18926619205639428
853,0.1892952058762705
854,0.18931921466905233
855,0.18933827967913733
856,0.18935249019850384
857,0.1893620226825021
858,0.18936694444684923
859,0.18936715775627178
860,0.1893628140079483
861,0.189354316157709
862,0.1893419573153503
863,0.18932614541313667
864,0.18930739666973787
865,0.18928589013308703
866,0.18926144408302417
867,0.18923380758929217
868,0.18920292217937096
869,0.18916884229516015
870,0.1891315861703301
871,0.18909120124102985
872,0.1890478211035506
873,0.1890016019637989
874,0.18895260057987842
875,0.18890059468573087
876,0.1888453256049993
877,0.1887869366898405
878,0.18872681394200166
879,0.18866657871275325
880,0.18860676157192846
881,0.18854761746539805
882,0.18848946986123646
883,0.18843253465928025
884,0.18837644264530032
885,0.18832074443143998
886,0.18826550099835085
887,0.18821093351269347
888,0.18815734703660889
889,0.18810530998625133
890,0.18805534005042554
891,0.18800755073981654
892,0.18796192108831009
893,0.18791843080297785
894,0.18787699550718093
895,0.18783751598613918
896,0.18780005307083988
897,0.1877652706106101
898,0.18773398541919747
899,0.1877065038383486
900,0.18768297359219657
901,0.18766354422196574
902,0.18764827169136664
903,0.18763715479752588
904,0.1876302616698958
905,0.18762769856511644
906,0.18762952424538992
907,0.18763573664653235
908,0.18764630712401356
909,0.18766104593855717
910,0.18767969464593795
911,0.18770218462450475
912,0.18772870354434487
913,0.18776021755942673
914,0.18779759574393684
915,0.18784082288728596
916,0.1878896968282314
917,0.18794401865282892
918,0.18800339953509781
919,0.18806717960912042
920,0.18813490111356657
921,0.1882065304470445
922,0.1882825428552932
923,0.18836328421717163
924,0.18844850374219135
925,0.18853788991954457
926,0.1886312460588483
927,0.18872844202284259
928,0.18882929484747082
929,0.18893349367793233
930,0.18904077776239858
931,0.1891510709783815
932,0.18926428938181195
933,0.1893798891430151
934,0.18949699132730494
935,0.18961483184773706
936,0.18973276607051756
937,0.1898503698120074
938,0.18996736671816927
939,0.19008354121624285
940,0.19019883208666433
941,0.1903131502721037
942,0.19042627599637074
943,0.19053779474318874
944,0.19064683315370975
945,0.19075215309595864
946,0.19085283243331977
947,0.1909484913335334
948,0.19103892666572286
949,0.19112389753617556
950,0.19120301913331098
951,0.19127575963910678
952,0.19134164888902658
953,0.19140035881111284
954,0.1914514782811372
955,0.19149455657611528
956,0.19152973006339388
957,0.191557373896427
958,0.19157734552513536
959,0.19158924341865932
960,0.19159269848725294
961,0.1915873956271552
962,0.19157295527492488
963,0.19154895977288702
964,0.19151500692923495
965,0.19147077926095424
966,0.19141610369766937
967,0.1913508074852692
968,0.1912746734884381
969,0.1911874301355133
970,0.191088619509014
971,0.19097777525906032
972,0.19085476869958906
973,0.19072012046120887
974,0.19057449635692417
975,0.19041802624277215
976,0.19025061103770924
977,0.19007221868001492
978,0.189882456142898
979,0.18968026343987798
980,0.18946489183118076
981,0.1892363064131974
982,0.18899459385684572
983,0.18873986740448
984,0.18847225712712024
985,0.18819194570718123
986,0.187899198559219
987,0.1875942531047878
988,0.1872772800485657
989,0.18694815468846315
990,0.18660665205274504
991,0.1862528818404108
992,0.18588713549614536
993,0.18550958371691337
994,0.18512028709068032
995,0.18471936484104698
996,0.18430668542768835
997,0.1838821359342453
998,0.1834460287151207
999,0.18299903689072328
1000,0.18254205374971288
1001,0.18207569671245075
1002,0.18160033135788747
1003,0.1811161869155329
1004,0.18062293497590423
1005,0.1801201941582686
1006,0.17960811056650397
1007,0.17908708515786673
1008,0.17855786223702755
1009,0.17802114480831313
1010,0.17747729241888255
1011,0.17692662128779466
1012,0.17636947387023938
1013,0.17580600329851317
1014,0.17523637174694115
1015,0.17466103727023238
1016,0.17408049895269326
1017,0.17349534584062506
1018,0.17290622213472984
1019,0.17231363800691582
1020,0.17171799783966357
1021,0.17111966752970123
1022,0.17051892645683162
1023,0.1699160575236415
1024,0.1693115695117711
1025,0.1687064507258451
1026,0.16810171452935477
1027,0.16749789590317007
1028,0.16689534285108618
1029,0.1662943702067968
1030,0.1656952853573922
1031,0.1650982657325851
1032,0.1645034721607179
1033,0.16391126092994135
1034,0.16332212495401766
1035,0.16273653911118738
1036,0.1621548642816604
1037,0.16157739500572818
1038,0.16100442657314765
1039,0.16043621790559456
1040,0.1598730355793204
1041,0.15931522414290986
1042,0.1587631237365336
1043,0.1582171323230893
1044,0.15767758223761916
1045,0.15714462020644396
1046,0.15661834788590967
1047,0.15609872134731007
1048,0.1555856869906412
1049,0.1550794366855884
1050,0.1545802411065792
1051,0.1540884965911712
1052,0.15360473897731022
1053,0.15312935148841564
1054,0.1526624292109482
1055,0.15220392466166874
1056,0.15175371466808177
1057,0.1513115392557345
1058,0.15087736470217764
1059,0.15045154485376297
1060,0.15003461085149025
1061,0.1496270202282108
1062,0.14922903107348048
1063,0.14884084305626324
1064,0.14846262080563635
1065,0.14809438015710477
1066,0.14773605031639359
1067,0.14738764998227838
1068,0.14704937654714453
1069,0.14672147548346218
1070,0.1464040849604524
1071,0.14609728548125508
1072,0.14580118470602854
1073,0.14551572104449684
1074,0.14524068068309257
1075,0.1449760702972067
1076,0.14472212115743247
1077,0.14447930128344566
1078,0.14424809385401946
1079,0.1440287039509319
1080,0.14382104522179806
1081,0.14362469450034274
1082,0.14343915409609062
1083,0.14326410343234883
1084,0.14309946330391995
1085,0.14294551708446826
1086,0.14280282084522997
1087,0.14267173629931143
1088,0.14255231283252306
1089,0.1424445594690711
1090,0.14234843606445766
1091,0.1422638788053356
1092,0.14219092826467775
1093,0.1421297475915028
1094,0.14208081460645444
1095,0.14204460726476584
1096,0.14202125070370386
1097,0.1420107150843922
1098,0.14201298816227081
1099,0.14202796598197093
1100,0.14205531504443447
1101,0.14209471661436548
1102,0.1421459382245803
1103,0.14220896738382596
1104,0.14228395693026083
1105,0.14237095193448526
1106,0.14246994017873738
1107,0.1425809137438788
1108,0.14270371928473868
1109,0.14283798766743225
1110,0.1429834070513572
1111,0.14314014043030862
1112,0.1433086698980567
1113,0.14348921261140915
1114,0.1436817727864164
1115,0.1438863658546781
1116,0.14410293349669703
1117,0.14433122088491912
1118,0.14457094652767624
1119,0.14482203769920518
1120,0.1450845877715912
1121,0.14535877477394285
1122,0.14564470781537417
1123,0.14594239478275772
1124,0.14625135564426736
1125,0.14657089074574425
1126,0.14690073552527064
1127,0.14724068918644387
1128,0.14759052194687208
1129,0.14795019954158323
1130,0.1483197811340231
1131,0.148699254708779
1132,0.14908851806303902
1133,0.14948739987873763
1134,0.1498954959398945
1135,0.15031243355471013
1136,0.15073810829288428
1137,0.15117259444983844
1138,0.151616077747997
1139,0.1520685754493993
1140,0.15252990493633356
1141,0.1529999035948791
1142,0.1534784459949602
1143,0.15396493213678927
1144,0.15445854344267024
1145,0.15495886379488769
1146,0.15546581782285646
1147,0.15597937493374223
1148,0.15649932531453317
1149,0.15702537665077856
1150,0.15755725677095567
1151,0.15809460798347877
1152,0.15863706731493607
1153,0.15918439784174704
1154,0.15973635341869372
1155,0.16029274433100713
1156,0.16085348534618585
1157,0.16141847852591637
1158,0.1619875306482671
1159,0.16256033771097914
1160,0.16313638729531024
1161,0.1637150520562117
1162,0.16429593517219407
1163,0.16487924982159305
1164,0.16546522837334735
1165,0.16605362547209332
1166,0.16664412827549552
1167,0.16723639859939635
1168,0.16782997160132987
1169,0.16842421067707106
1170,0.16901845535331161
1171,0.16961214811917477
1172,0.17020508720593405
1173,0.17079729221819825
1174,0.17138856944466133
1175,0.1719785640407018
1176,0.17256689115420942
1177,0.17315316819764207
1178,0.17373712438526354
1179,0.17431859419972426
1180,0.1748974484933508
1181,0.1754735004223846
1182,0.17604643929064892
1183,0.17661594393131094
1184,0.17718166775022734
1185,0.17774307539796538
1186,0.17829961904749406
1187,0.17885096376183207
1188,0.17939683908541204
1189,0.1799371027179146
1190,0.18047164313741734
1191,0.18100017013546157
1192,0.18152242010613914
1193,0.18203817688294388
1194,0.18254690190202175
1195,0.1830478354646422
1196,0.18354051656402262
1197,0.1840248000990147
1198,0.18450073686528348
1199,0.18496833503933388
1200,0.18542730417778305
1201,0.18587729928791494
1202,0.18631794615551864
1203,0.18674877606064852
1204,0.1871694101420628
1205,0.1875795446690027
1206,0.18797892328323462
1207,0.18836754540342135
1208,0.18874557530477573
1209,0.1891131330335546
1210,0.18947000631134966
1211,0.1898154989498233
1212,0.19014916796137457
1213,0.19047106397137337
1214,0.19078148002119752
1215,0.1910810098971539
1216,0.19137012380761223
1217,0.19164896673718054
1218,0.19191754426075258
1219,0.1921755784520723
1220,0.19242285418910132
1221,0.19265949420965445
1222,0.1928855730243865
1223,0.19310150080713084
1224,0.19330806475189147
1225,0.19350575166599424
1226,0.19369479080551386
1227,0.19387542237742014
1228,0.19404793441171908
1229,0.19421263963921842
1230,0.1943699128894413
1231,0.19452036056879166
1232,0.19466509823171677
1233,0.19480509965608006
1234,0.19494077324963163
1235,0.19507240415198657
1236,0.19520016932501483
1237,0.19532405857204735
1238,0.1954441483379605
1239,0.1955607371662719
1240,0.195674144168
1241,0.19578471982143877
1242,0.19589279891637948
1243,0.19599855129478194
1244,0.19610194353637211
1245,0.19620287629102548
1246,0.1963017427401279
1247,0.19639890829405418
1248,0.19649427435590036
1249,0.1965883691799772
